Number_of_student_enrolled,course_id,course_name,course_rating,instructor,is_paid,platform,sources,user_comments
,C002,Introduction to Python Programming,4.6,Brandon Krakowsky,Free,Coursera,"[""https://www.coursera.org/learn/introduction-to-programming-python"", ""https://www.coursera.org/learn/introduction-to-programming-python/reviews""]","[""I really enjoyed this course. It was well paced and covered the basics nicely. The practice exercises were hard, but made sure you learned all the key concepts."", ""The course was really good. The assignments were challenging. It was very pleasure to solve the assignments and practice them to become perfect with the basics of Python language."", ""Final assignment on creating own bank is interesting and practical. Wish that the assignment explained things better though I managed to figure things out after struggling with it a little bit."", ""The course has good slides, good explanation of syntax and plenty of exercises to practice. The actual and biggest problem is that the examples are not as complex as the assessments. The 4th assessment was a real disaster, too hard and you must expend much more time than suggested for such a beginner course."", ""I was thinking of giving it 2 stars at least, as this course does cover a wide variety of topics. However, there are so many mistakes here. If you already know basic python, this course is a great way of getting introduced to new and advanced concepts. All in all, I'm disappointed as the previous course was quite good."", ""This was a very good course for people just starting out with Python. The instructor was well spoken and did a nice job explaining the topics. If you have never been exposed to any sort of programming language then this course may take you a little bit longer to get up to speed, but the resources provided should be enough to get you started."", ""So easy to learn with the videos and tutorials! I have gone through 2 other coding classes and haven't been able to finish because I get stuck and this one has been 100x better in helping me learn :)"", ""After trying tutorial after tutorial and exploring many resources (Codecademy, Udemy, etc) and not succeeding, I finally found one that works! This is a very fun course, and the free textbook is simply incredible.""]"
1314660,C003,Crash Course on Python,4.8,Google Career Certificates,Free,Coursera,"[""https://www.coursera.org/learn/python-crash-course"", ""https://www.coursera.org/learn/python-crash-course/reviews""]","[""This course is designed for absolute beginners who want to start their journey in python. The contents of the course is really amazing. One will fall in love with python after completing this course."", ""I really loved the course. Tutor is great, she is very good at teaching. I was a beginner in Python programming, now I am familiar with more python. Thank you Coursera for providing me financial aid."", ""I loved the Google IT Support Certificate program and was so looking forward to loving this first course in a new Google Certificate program, Python for Automation. Sadly, I cannot recommend this course to anyone, really. Especially not beginners... I can honestly say this was one of the most unpleasant courses I've ever taken - and that's saying something."", ""the coding videos are relatively short and concise while the questions are extremely hard and does not match to the actual content. not really a beginner friendly"", ""I can't give this course higher than 1 star until they fix the bugs in the quizzes."", ""As I had some previous Python experience, I completed this course in about a week. There is nothing here that you cannot get from free tutorials on YouTube. The auto-graders for the assignments are buggy and some of the concepts in the quizzes are not taught in the lecture videos. If you want to learn the basics of Python, you can do so for free on your own and do not need to pay for this course."", ""This course was really helpful in developing my coding skills in python. The exercises helped me to test my knowledge. Overall it was really good for people like me who are just beginning with python."", ""So far not impressed, just makes you frustrated and not want to learn programming."", ""Despite actually having some decent foundations in Python and programming, I did not enjoy the course. The instructor is super friendly and the videos are fun enough, but the assignments got more annoying with every subsequent quiz... The worst part is that the videos do not prepare you for the assignments mentioned above.""]"
3422408,C004,Programming for Everybody (Getting Started with Python),4.8,Charles Russell Severance,Free,Coursera,"[""https://www.coursera.org/learn/python"", ""https://www.coursera.org/learn/python/reviews""]","[""Dr Chuck is amazing!! Great methods, and informative.. Gained knowledge and confidence. Definitely worth the time.. cant wait to start my next course with the University of Michigan, and with Dr Chuck"", ""It's a great course to learn the basics of python. The course is entertaining. The Instructor is also very friendly and he teaches Python with very good techniques and with excitement."", ""Excellent, although, even without having any programming experience and very little math I managed to make it through this course. But in my opinion the course could have been more difficult and the pace quicker."", ""Extremely basic but Dr. Chuck is so interesting that you never get bored. He makes a difficult subject easy to learn. It's a good starting point for beginners."", ""Great introduction to Python and programming as a whole. Had zero programming experience before and this class made it easy and fun to get into."", ""I did not find this course helpful. The assignments seem to ask for more info that you've been taught... It's like making a newborn baby watch a video on swimming and then throwing it into the ocean... I would not recommend this course for beginners."", ""Great introduction to Python and programming as a whole. It was very easy to understand. Had zero programming experience before, this course made it easy and fun to get into."", ""After trying tutorial after tutorial and exploring many resources (Codecademy, Udemy, etc) and not succeeding, I finally found one that works! This is a very fun course, and the free textbook is simply incredible."", ""The professor's lectures are so awesome, however, content is adjusted to new programming learners. If you need more practice, the next part of this course, Python Data Structures, is charged."", ""If I were taking as part of the Developer certificate I'd have given it higher, but coming from the Database Eng one it's a mess. It's not exactly a beginner-friendly course. But for those getting the certificate, this course is a necessary evil to obtain the certificate.""]"
585628,C005,Data Analysis with Python,4.7,Joseph Santarcangelo,Free,Coursera,"[""https://www.coursera.org/learn/data-analysis-with-python"", ""https://www.coursera.org/learn/data-analysis-with-python/reviews""]","[""perfect for beginner level. all the concepts with code and parameter wise have been explained excellently. overall best course in making anyone eager to learn"", ""I started this course without any knowledge on Data Analysis with Python, and by the end I was able to understand the basics and usage of libraries (NumPy, Pandas)."", ""Very low quality of the course. Structure is illogical... labs contain all the code so a pupil doesn't have to do his/her best... It's not what I expected... I lost all my motivation."", ""So many mistakes in videos and labs, including spelling errors. Eg. the video that said '150 - 50 = 50'. These errors have not been addressed."", ""Many typos and other errors. My favorite was the video where they said '150 - 50 = 50'."", ""Honestly, I'm not sure why this course has such a high rating... the final peer-graded assignment was a complete mess. The course is supposed to be intended for beginners, however it was a complete disaster, NOT RECOMMENDED AT ALL!"", ""I am working through the IBM Data Science Certificate courses and this is easily the best one I have taken so far. The labs provide a variety of hands-on exercises and real Python coding."", ""Too many new functions with no option to practice. Each week, in the end it's a total mess in the head. This course should contain real exercises, lots of them."", ""AN excellent course. Hands-on training on the cloud makes an individual really involved. So far the best online course I have ever taken, and I have learned Python programming a lot from this course."", ""Low quality. Do not recommend this course at all. Boring teaching method. Full of errors. No IT support for problems.""]"
137918,C006,Programming in Python,4.6,Meta Staff,Free,Coursera,"[""https://www.coursera.org/learn/programming-in-python"", ""https://www.coursera.org/learn/programming-in-python/reviews""]","[""Great Course. It included information about all aspects of Python from Basic syntax to Exception & File handling, OOPS concepts & even covered Python Software testing. It was worth of time."", ""This course is good well detailed and elaborate, the labs are challenging but worth the hard work. I recommend it for anyone who needs to learn python programming."", ""i was thinking of giving it 2 stars at least, as this course does cover a wide variety of topics. However, there are so many mistakes here. If you already know basic python, this is a great way of getting introduced to new and advanced concepts. All in all, I'm disappointed as the previous course was quite good."", ""The assignments in this course were not well matched to the content. Many of the coding assignments required knowledge of commands that were not taught until later in the course..."", ""this course is great for covering many aspects of python, but it requires more study from other resources as well... overall it was great experience."", ""The very basics of Python and programming are covered in this course, but it lacks any in-depth explanation... I had to buy a Python book, and there is no support in forums. It's a good roadmap for self-taught programmers but it won't fully prepare you."", ""very badly explained, NOT for beginners"", ""It was a great Python course. The instructor and all the samples have been very up to the mark. All the sample codes and assignments are very helpful and in line with the content. I would say this course is a prerequisite for advanced python courses. Thank you Instructors."", ""This is a wonderful course, made with soul. This is a wonderful story in simple words about complex topics. I cannot thank you enough.""]"
147530,C007,Get Started with Python,4.8,Google Career Certificates,Free,Coursera,"[""https://www.coursera.org/learn/get-started-with-python"", ""https://www.coursera.org/learn/get-started-with-python/reviews""]","[""A great course, explaining what matters, nice examples. I would have loved to get some more advanced examples and how to choose a data structure that is best suited to the data."", ""I really enjoyed this course. There was a wide range of things covered and even though I had no experience with Python at the start I now feel confident enough to do the basics."", ""Google needs to change the course from 'Getting Started in Python' or lower the steep difficulty level... lectures emphasize basics, but questions of same lectures are much higher difficulty and doesn't explain... strategy leaves students frustrated & disappointed."", ""Great course for a beginner, but the labs are so difficult, you cannot finish them based on those videos and readings without any previous knowledge about Python."", ""The materials and presentations are excellent, but I am not a fan of the busy work involved in the end of course PACE portfolio work. My suggestions: remove this excess material and \""re-factor\"" the PACE/portfolio material and provide the expected mark sheets clearly."", ""This course covers the essentials for data analytics well, introduction to Python basics and pandas. Good amount of lab practice to reinforce topics. However, this course is not sufficient if you have little to no experience in Python. I would highly recommend a full basic course on Python for data science first, before proceeding."", ""This was a very good course for people just starting out with Python. The instructor was well spoken and did a nice job explaining the topics... If you have never been exposed to any sort of computer programming language then this course may take you a little bit longer to get up to speed, but the resources provided should be enough to get you started."", ""Exceptionally well-designed course! I just loved it. I knew Python before but from this course, I learned the ways to communicate results. Lastly, The instructor was amazing."", ""Overall the course is pretty good. The Python tutorials could be more interactive, include more tutorials and then gradually increasing the difficulty level.""]"
502019,C008,Python Basics,4.8,"Paul Resnick, Steve Oney",Free,Coursera,"[""https://www.coursera.org/learn/python-basics"", ""https://www.coursera.org/learn/python-basics/reviews""]","[""This is best introductory programming course in python. Mentors are planting every concept in our head in very fluent ways. You must take this course as a beginner python programmer like me."", ""This course is very good for beginners. The content and flow of the course is amazing. The online practice tool to run our codes online without installing any software makes it even more user friendly."", ""I have no reason to rate it a star less than 5! The practice exercises and modes of teaching were on point. Also enjoyed the jokes at the end of each section (lol)."", ""This course offers excellent external tools for learning, like the Interactive Textbook and that makes it much more fun and relaxing to learn. Also Mr. Resnick adds his charisma which you cannot forget."", ""It's a must join course for the people who want to deep dive into the world of Python. I really loving this course very much. I wanna explore more hence opting for other parts of this specialization."", ""I took this course after completing four of the five courses from ‘Python for Everybody’ specialization offered by University of Michigan. Python for Everybody Specialization is a kind of overview of Python. But this course (Python Basics) is an in-depth course that gives great insight into the Python language. I would say that this course has taught me many new and basic things."", ""Far too slow for experienced programmers who want to learn Python. This course is actually teaching Python as a first programming language.""]"
595185,C009,Databases and SQL for Data Science with Python,4.7,"Rav Ahuja, Hima Vasudevan",Free,Coursera,"[""https://www.coursera.org/learn/sql-data-science"", ""https://www.coursera.org/learn/sql-data-science/reviews""]","[""Amazing course for beginners! The entire course is well structured and has good hands-on assignments. SQL is extremely essential for Database management and fun learning so please do try this one out!"", ""Great course easy to follow, very good notes, videos and guidance on how to complete the assignments. This is a great introduction course to begin your knowledge and training to be a Data Scientist."", ""Much important instruction was missing which led to a delay in submission of the peer assignment. Various errors popped up which had no solution in the discussion forum also. Kindly look into it."", ""It was a wonderful and joyful learning from the starting to end, I also enjoyed solving the queries on the hands on. I strongly suggest this course for any beginner who wants to learn SQL."", ""This course was an Excellent, Interesting, and knowledgeful game for me. I have been excited to learn SQL and Databases and finally IBM and Coursera let my dream come true. Thanks to both of them!"", ""If you are located outside USA or Canada, don't take this course. Because IBM cloud DB2 will not give you free account to do the lab exercises. Otherwise you have to pay $202 to get an account. I didn't continue the course due to this issue."", ""This course is more about IBM roping you into using a bloated cloud ecosystem, than it is about teaching you SQL. You will only learn DB2 stuff, and only through their cloud dashboard. This entire specialization is disappointing, but if you've made it this far, masochism may carry you through it."", ""The course teaches SQL quite well. But it doesn't teach and make practice about the connection to a database and use of sql magic. Hence, its very frustrating to understand the significance of '%sql' in a Final Assignment. The final assignment felt like it was to check whether we can connect to the database, rather than checking our subject knowledge on SQL.""]"
331614,java_programming_and_software_engineering_fundamentals,Java Programming and Software Engineering Fundamentals Specialization,4.6,"Andrew D. Hilton, Robert Duvall, Susan H. Rodger, Owen Astrachan",Free,Coursera,"[""https://www.coursera.org/specializations/java-programming""]",
113241,oop_in_java,Object Oriented Programming in Java Specialization,4.6,"Leo Porter, Andrew D. Hilton, Robert Duvall, Christine Alvarado, Mia Minnes, Susan H. Rodger, Owen Astrachan",Free,Coursera,"[""https://www.coursera.org/specializations/object-oriented-programming""]",
1780,java_programming_fundamentals,Java Programming Fundamentals Specialization,4.4,"IBM Skills Network Team, SkillUp, Lavanya Thiruvali Sunderarajan, Ramanujam Srinivasan",Free,Coursera,"[""https://www.coursera.org/specializations/java-programming-fundamentals""]",
1714,ai_agents_in_java,AI Agents in Java with Generative AI Specialization,4.7,Dr. Jules White,Free,Coursera,"[""https://www.coursera.org/specializations/ai-agents-java""]",
